id,title,price_raw,price,price_original_raw,price_original,discount_percent,url,image_small,image_large,description,promo_type,scrape_date
6235,AVENEHyaluron Activ B3 Serum Concentre Repulpant 30ML,"145,000TND",145.0,"181,000TND",181.0,20.0,https://beautystore.tn/promos/6235-hyaluron-activ-b3-serum-concentre-repulpant-30ml-3282770153101.html,https://beautystore.tn/27600-home_default/hyaluron-activ-b3-serum-concentre-repulpant-30ml.jpg,https://beautystore.tn/27600-large_default/hyaluron-activ-b3-serum-concentre-repulpant-30ml.jpg,"Le sérum concentré en acide hyaluronique pur (1,5%) et niacinamide (6%) pour agir sur la cause du vieillissement. La peau est plus ferme, les rides sont corrigées.",Standard,2025-11-24
6234,"AVENEConcentré Anti-Imperfections Cleanance ""COMEDOMED""  30ml","61,900TND",61.9,"77,400TND",77.4,20.0,https://beautystore.tn/promos/6234-concentré-anti-imperfections-cleanance-comedomed-30ml-3282770390414.html,https://beautystore.tn/27594-home_default/concentré-anti-imperfections-cleanance-comedomed-30ml.jpg,https://beautystore.tn/27594-large_default/concentré-anti-imperfections-cleanance-comedomed-30ml.jpg,Le concentré anti-imperfections Cleanance Comedomed réduit l'apparence des taches et des points noirs et limite leur réapparition. Prescrit par les dermatologues,Standard,2025-11-24
6233,"AVENESpray Asséchant Réparateur ""Cicalfate+"" 100ml","55,900TND",55.9,"69,900TND",69.9,20.0,https://beautystore.tn/promos/6233-spray-asséchant-réparateur-cicalfate-100ml-3282770205633.html,https://beautystore.tn/27591-home_default/spray-asséchant-réparateur-cicalfate-100ml.jpg,https://beautystore.tn/27591-large_default/spray-asséchant-réparateur-cicalfate-100ml.jpg,Assèche et répare les zones irritées et humides. Assainit la peau et contribue à limiter la prolifération bactérienne. Ne se substitue pas à un antiseptique.,Standard,2025-11-24
6232,"AVENECrème Réparatrice Multi-protectrice ""Cicalfate+ SPF50+"" 30ml","55,000TND",55.0,"68,750TND",68.75,20.0,https://beautystore.tn/promos/6232-crème-réparatrice-multi-protectrice-cicalfate-spf50-30ml-3282770394467.html,https://beautystore.tn/27588-home_default/crème-réparatrice-multi-protectrice-cicalfate-spf50-30ml.jpg,https://beautystore.tn/27588-large_default/crème-réparatrice-multi-protectrice-cicalfate-spf50-30ml.jpg,"Le seul soin réparateur et protecteur des peaux irritées exposées au soleil, très large spectre UVB + UVA + Lumière bleue HEV, pour une meilleure efficacité contre les marques. Limite les risques d'hyperpigmentation et de marques cicatricielles. Pour nourrissons, enfants et adultes. Visage et corps. Un complexe anti-marques cicatricielles qui prévient et réduit le développement des marques et de l'hyperpigmentation.",Standard,2025-11-24
6231,AVENEGelée Gommante Douceur 75ml,"38,900TND",38.9,"48,600TND",48.6,20.0,https://beautystore.tn/promos/6231-gelée-gommante-douceur-75ml-3282770152586.html,https://beautystore.tn/27585-home_default/gelée-gommante-douceur-75ml.jpg,https://beautystore.tn/27585-large_default/gelée-gommante-douceur-75ml.jpg,"Le gel exfoliant doux Avène contient des billes de cellulose et de la cire de jojoba, sélectionnées pour leur extrême tolérance, assurant un gommage mécanique efficace et une élimination douce des cellules mortes",Standard,2025-11-24
6230,"AVENECrème Mains Réparatrice Isolante ""Cicalfate"" 100ml","36,900TND",36.9,"45,900TND",45.9,20.0,https://beautystore.tn/promos/6230-crème-mains-réparatrice-isolante-cicalfate-100ml-3282779416139.html,https://beautystore.tn/27579-home_default/crème-mains-réparatrice-isolante-cicalfate-100ml.jpg,https://beautystore.tn/27579-large_default/crème-mains-réparatrice-isolante-cicalfate-100ml.jpg,"Ce soin réconfortant enveloppe et soulage les mains très sèches, gercées et fendillées (les peaux fissurées), sans coller.",Standard,2025-11-24
6229,"AVENEUV légère ""Hydrance SPF30"" 40ml","49,900TND",49.9,"62,400TND",62.4,20.0,https://beautystore.tn/promos/6229-uv-légère-hydrance-spf30-40ml-3282770208788.html,https://beautystore.tn/27576-home_default/uv-légère-hydrance-spf30-40ml.jpg,https://beautystore.tn/27576-large_default/uv-légère-hydrance-spf30-40ml.jpg,"Une émulsion hydratante SPF 30, anti-UV, légère, qui laisse la peau hydratée, souple et protégée durant toute la journée.",Standard,2025-11-24
6228,"AVENEUV Riche ""Hydrance SPF30"" 40ml","50,900TND",50.9,"63,600TND",63.6,20.0,https://beautystore.tn/promos/6228-uv-riche-hydrance-spf30-40ml-3282770208795.html,https://beautystore.tn/27571-home_default/uv-riche-hydrance-spf30-40ml.jpg,https://beautystore.tn/27571-large_default/uv-riche-hydrance-spf30-40ml.jpg,"AVENE Hydrance UV Riche SPF 30 est un soin hydratant et protecteur formulé pour les peaux sensibles, sèches à très sèches. Sa formule riche et onctueuse, enrichie en Eau thermale d’AVENE et en beurre de karité, nourrit intensément votre peau tout en la protégeant des agressions extérieures. Grâce à sa protection solaire SPF 30 et à ses propriétés apaisantes, elle offre un confort optimal et un teint lumineux.",Standard,2025-11-24
6227,AVENECleanance Eau Micellaire 400ml,"49,900TND",49.9,"62,400TND",62.4,20.0,https://beautystore.tn/promos/6227-cleanance-eau-micellaire-400ml-3282770390315.html,https://beautystore.tn/27570-home_default/cleanance-eau-micellaire-400ml.jpg,https://beautystore.tn/27570-large_default/cleanance-eau-micellaire-400ml.jpg,"Eau micellaire naturelle à l'efficacité nettoyante renforcée pour nettoyer, purifier et matifier les peaux mixtes, grasses, à tendance acnéique.",Standard,2025-11-24
6226,"AVENESérum Correcteur Eclat ""Vitamin Activ Cg""  30ml","145,000TND",145.0,"181,000TND",181.0,20.0,https://beautystore.tn/promos/6226-sérum-correcteur-eclat-vitamin-activ-cg-30ml-3282770393477.html,https://beautystore.tn/27549-home_default/sérum-correcteur-eclat-vitamin-activ-cg-30ml.jpg,https://beautystore.tn/27549-large_default/sérum-correcteur-eclat-vitamin-activ-cg-30ml.jpg,"Ce sérum visage lisse les rides, booste l’éclat de la peau et diminue l’apparence des taches brunes grâce au trio d’actifs [Vitamine Cg* + Bakuchiol + Niacinamide].",Standard,2025-11-24
6225,NUXESuper Sérum [10] 30ml,"244,900TND",244.9,"306,000TND",306.0,20.0,https://beautystore.tn/promos/6225-super-sérum-10-30ml-3264680023323.html,https://beautystore.tn/27548-home_default/super-sérum-10-30ml.jpg,https://beautystore.tn/27548-large_default/super-sérum-10-30ml.jpg,"Le Super Serum 10 de NUXE est un sérum à l'acide hyaluronique pour la correction des rides, fermeté, taches. Il est infusé de milliers de micro-billes d‘Huiles Végétales fractionnées. Il stimule les mécanismes de jeunesse de la peau pour une extraordinaire efficacité anti-âge. Dès les 1ères gouttes, la peau est comme transformée : lissée, repulpée et lumineuse.",Standard,2025-11-24
6224,"NUXESérum Vitamine C ""Prodigieuse Boost"" 30ml","150,000TND",150.0,"187,500TND",187.5,20.0,https://beautystore.tn/promos/6224-sérum-vitamine-c-prodigieuse-boost-30ml-3264680037023.html,https://beautystore.tn/27540-home_default/sérum-vitamine-c-prodigieuse-boost-30ml.jpg,https://beautystore.tn/27540-large_default/sérum-vitamine-c-prodigieuse-boost-30ml.jpg,"Ce sérum à la vitamine C est un soin qui améliore la luminosité en un seul geste avec 3 gouttes de produit, ce qui le rend idéal pour traiter tous les types de peau.",Standard,2025-11-24
6101,"AVENECrème Réparatrice Protectrice ""Cicalfate+"" 40ml","39,900TND",39.9,"49,900TND",49.9,20.0,https://beautystore.tn/soin-spécifique-corps-anti-vergetures/6101--crème-réparatrice-protectrice-cicalfate-40ml-3282770204667.html,https://beautystore.tn/26555-home_default/-crème-réparatrice-protectrice-cicalfate-40ml.jpg,https://beautystore.tn/26555-large_default/-crème-réparatrice-protectrice-cicalfate-40ml.jpg,"Apaise, protège et favorise la réparation des peaux irritées de toute la famille. Elle forme un film protecteur au niveau des irritations des couches superficielles de l’épiderme, et crée un effet « pansement » qui protège la peau.",Standard,2025-11-24
6078,SVRTopialyse Barrière Crème Réparatrice 50ml,"31,900TND",31.9,"39,900TND",39.9,20.0,https://beautystore.tn/promos/6078-topialyse-barrière-crème-réparatrice-50ml-3401381381523.html,https://beautystore.tn/26448-home_default/topialyse-barrière-crème-réparatrice-50ml.jpg,https://beautystore.tn/26448-large_default/topialyse-barrière-crème-réparatrice-50ml.jpg,"Pour toutes les personnes ayant une peau sèche, réactive ou à tendance atopique, SVR a formulé cette crème Anti-Grattage Anti-Irritations Topialyse Barrière. La crème Anti-Grattage Anti-Irritations Topialyse Barrière SVR peut être utilisée aussi bien sur le visage, les mains ou le corps. Elle est destinée à protéger les peaux atopiques contre les agressions chimiques ou mécaniques, notamment dues aux produits détergents.",Standard,2025-11-24
6077,"SVRAmpoule [A] ""Lift"" 30ml","129,000TND",129.0,"161,000TND",161.0,20.0,https://beautystore.tn/promos/6077-ampoule-a-lift-30ml-3662361004089.html,https://beautystore.tn/26443-home_default/ampoule-a-lift-30ml.jpg,https://beautystore.tn/26443-large_default/ampoule-a-lift-30ml.jpg,"Intensifiez l’effet lissant de votre routine de soins avec l’Ampoule [A] Lift. 0,3% de Rétinol pur associé à 2% de NovoRetinTM pour une action renforcée1 : resurface, uniformise, lisse visiblement la peau. Dès 7 jours2, le grain de peau est affiné, les rides sont plus lisses et les pores resserrés.",Standard,2025-11-24
6074,"SVRCicavit+ Crème ""SPF50+"" 40 ml","52,900TND",52.9,"66,000TND",66.0,20.0,https://beautystore.tn/promos/6074-cicavit-crème-spf50-40-ml-3401344502149.html,https://beautystore.tn/26426-home_default/cicavit-crème-spf50-40-ml.jpg,https://beautystore.tn/26426-large_default/cicavit-crème-spf50-40-ml.jpg,"Soin apaisant et réparateur haute protection, idéal pour toutes les peaux abîmées, irritées ou sensibles, même celles des nourrissons. Grâce à sa formule enrichie, Cicavit+ Crème SPF50+ accélère la réparation cutanée 7 fois plus vite, tout en apaisant intensément la peau. Sa texture invisible s’applique facilement sur le visage, le corps et les plis, et convient à toute la famille : bébé, enfant, adulte. Dotée d’un système filtrant anti-UVA/UVB et d’un complexe anti-oxydant agissant contre la lumière visible et les infrarouges, elle protège efficacement des rayons du soleil et limite l’apparition de marques rouges et brunes. Résultat : un été serein, sans marques, avec une peau protégée et réparée. Contenance : 40 ml.",Standard,2025-11-24
6040,Sensilis skin labSensilis Pack Solaire water fluid color,"67,400TND",67.4,,,0.0,https://beautystore.tn/coffrets/6040-sensilis-pack-solaire-water-fluid-color.html,https://beautystore.tn/26338-home_default/sensilis-pack-solaire-water-fluid-color.jpg,https://beautystore.tn/26338-large_default/sensilis-pack-solaire-water-fluid-color.jpg,"Offrez à votre peau une routine estivale complète avec notre pack exclusif Sensilis ! Ce pack contient : - Water Fluid Color SPF 50+ (40ML) : une protection solaire teintée ultra-légère pour un teint unifié et protégé, même en plein soleil. + Trousse Sensilis offerte : élégante et pratique, parfaite pour emporter vos indispensables beauté partout avec vous.",Standard,2025-11-24
5971,LA ROCHE-POSAYPack Solaire La Roche Posay  Anthelios Gel-Crème Teinté SPF50+,"125,900TND",125.9,"209,800TND",209.8,40.0,https://beautystore.tn/promos/5971-pack-solaire-la-roche-posay-anthelios-gel-crème-teinté-spf50-3337875545891.html,https://beautystore.tn/25791-home_default/pack-solaire-la-roche-posay-anthelios-gel-crème-teinté-spf50.jpg,https://beautystore.tn/25791-large_default/pack-solaire-la-roche-posay-anthelios-gel-crème-teinté-spf50.jpg,"Profitez de ce pack exceptionnelle sur le Gel creme solaire anthelios teinté de la roche-posay. A l'achat d'une creme anthelios, la 2eme creme est à -50%",Standard,2025-11-24
5969,CETAPHILCETAPHIL Pack Fluid Solaire Teinté,"85,900TND",85.9,"143,500TND",143.5,40.0,https://beautystore.tn/coffrets/5969-cetaphil-pack-fluid-solaire-teinté.html,https://beautystore.tn/25792-home_default/cetaphil-pack-fluid-solaire-teinté.jpg,https://beautystore.tn/25792-large_default/cetaphil-pack-fluid-solaire-teinté.jpg,"Ce pack contient: - Fluide Solaire ""Sun face fluid Teinté SPF50+"" 50ml - Lotion nettoyante ""Gentle Skin Cleanser peaux sèches"" 236ml (Offerte)",Standard,2025-11-24
5968,CETAPHILCETAPHIL Pack Fluid Solaire Invisible,"85,900TND",85.9,"143,500TND",143.5,40.0,https://beautystore.tn/coffrets/5968-cetaphil-pack-fluid-solaire-invisible-.html,https://beautystore.tn/25786-home_default/cetaphil-pack-fluid-solaire-invisible-.jpg,https://beautystore.tn/25786-large_default/cetaphil-pack-fluid-solaire-invisible-.jpg,"Ce pack contient: - Fluide Solaire ""Sun face fluid invisible SPF50+"" 50ml - Lotion nettoyante ""Gentle Skin Cleanser peaux sèches"" 236ml (Offerte)",Standard,2025-11-24
5933,ISDINISDIN Pack Solaire Famille,"167,800TND",167.8,"209,800TND",209.8,20.0,https://beautystore.tn/protection-solaire-enfant-et-bébé/5933-isdin-pack-solaire-famille.html,https://beautystore.tn/25763-home_default/isdin-pack-solaire-famille.jpg,https://beautystore.tn/25763-large_default/isdin-pack-solaire-famille.jpg,"Ce pack contient: - FOTOPROTECTOR ""Gel Cream SPF 50+"" 250ML - FOTOPROTECTOR ""Lotion Spray Pediatrics SPF50"" 250ML + Sac Isdin offert",Standard,2025-11-24
5932,ISDINISDIN Pack Solaire Fotoprotector,"169,800TND",169.8,"212,300TND",212.3,20.0,https://beautystore.tn/protection-solaire-enfant-et-bébé/5932-isdin-pack-solaire-fotoprotector.html,https://beautystore.tn/25762-home_default/isdin-pack-solaire-fotoprotector.jpg,https://beautystore.tn/25762-large_default/isdin-pack-solaire-fotoprotector.jpg,"Ce pack contient : - Fotoprotector Pediatrics ""Gel Cream Wet Skin"" SPF50 250ML - FOTOPROTECTOR ""Spray Transparent"" 250ML + Sac Isdin offert",Standard,2025-11-24
5890,"SVRSUN SECURE Fluide ""Photo Age SPF50+"" 40ML","75,900TND",75.9,"94,900TND",94.9,20.0,https://beautystore.tn/promos/5890-sun-secure-fluide-photo-age-spf50-40ml-3662361004065.html,https://beautystore.tn/25249-home_default/sun-secure-fluide-photo-age-spf50-40ml.jpg,https://beautystore.tn/25249-large_default/sun-secure-fluide-photo-age-spf50-40ml.jpg,"Préservez la jeunesse de votre peau avec le Fluide Photo Age SPF50+, un soin solaire haute protection au fini invisible, spécialement formulé pour prévenir le photovieillissement et les taches pigmentaires.",Standard,2025-11-24
5888,"CETAPHILSun Kids ""Liposomal Lotion"" 150ml","114,900TND",114.9,"143,700TND",143.7,20.0,https://beautystore.tn/protection-solaire-enfant-et-bébé/5888-sun-kids-liposomal-lotion-150ml-7612076368279.html,https://beautystore.tn/25239-home_default/sun-kids-liposomal-lotion-150ml.jpg,https://beautystore.tn/25239-large_default/sun-kids-liposomal-lotion-150ml.jpg,"Cette crème solaire conçue pour les enfants offre une haute protection contre les rayons UVA avec un SPF50+. Sa formule liposomale facilite l'étalement et hydrate la peau jusqu'à 24 heures. Résistante à l'eau, elle n'irrite pas les peaux sensibles.",Standard,2025-11-24
5833,"VICHYCrème Onctueuse Protectrice ""Capital Soleil SPF50+"" 50 ml","71,900TND",71.9,"89,900TND",89.9,20.0,https://beautystore.tn/promos/5833-crème-onctueuse-protectrice-capital-soleil-spf50-50-ml-3337871324445.html,https://beautystore.tn/24820-home_default/crème-onctueuse-protectrice-capital-soleil-spf50-50-ml.jpg,https://beautystore.tn/24820-large_default/crème-onctueuse-protectrice-capital-soleil-spf50-50-ml.jpg,"Profitez d'une très haute protection solaire qui protège efficacement votre peau des rayons UV tout en la sublimant. Sa texture douce et soyeuse, enrichie en Acide Hyaluronique, pénètre rapidement pour repulper la peau, la rendant plus lisse, douce et souple.",Standard,2025-11-24
5832,"VICHYÉmulsion Protectrice visage ""Capital Soleil Toucher Sec Teinté SPF50"" 50 ml","71,900TND",71.9,"89,900TND",89.9,20.0,https://beautystore.tn/promos/5832-émulsion-protectrice-visage-capital-soleil-toucher-sec-teinté-spf50-50-ml-3337871325787.html,https://beautystore.tn/24817-home_default/émulsion-protectrice-visage-capital-soleil-toucher-sec-teinté-spf50-50-ml.jpg,https://beautystore.tn/24817-large_default/émulsion-protectrice-visage-capital-soleil-toucher-sec-teinté-spf50-50-ml.jpg,"Vichy Capital Soleil Émulsion Protectrice Visage SPF50  offre une protection solaire optimale pour le visage, avec un fini mat et un toucher sec.",Standard,2025-11-24
5831,"VICHYÉmulsion Protectrice Visage ""Capital Soleil Toucher Sec Invisible SPF50"" 50 ml","71,900TND",71.9,"89,900TND",89.9,20.0,https://beautystore.tn/promos/5831-émulsion-protectrice-visage-capital-soleil-toucher-sec-invisible-spf50-50-ml-3337871323622.html,https://beautystore.tn/24814-home_default/émulsion-protectrice-visage-capital-soleil-toucher-sec-invisible-spf50-50-ml.jpg,https://beautystore.tn/24814-large_default/émulsion-protectrice-visage-capital-soleil-toucher-sec-invisible-spf50-50-ml.jpg,"Le premier soin solaire SPF 50 au fini mat longue durée, sans brillance. Idéal pour les peaux claires, mixtes à grasses, ce soin convient aussi bien aux hommes qu’aux femmes recherchant une haute protection solaire sans effet gras ni luisant.",Standard,2025-11-24
5827,Sensilis skin labPhotocorrection [D PIGMENT 50+] Color 40ml,"59,900TND",59.9,"74,900TND",74.9,20.0,https://beautystore.tn/promos/5827-photocorrection-d-pigment-50-color-40ml-8428749908005.html,https://beautystore.tn/24803-home_default/photocorrection-d-pigment-50-color-40ml.jpg,https://beautystore.tn/24803-large_default/photocorrection-d-pigment-50-color-40ml.jpg,"Photocorrection [D PIGMENT 50+] Color de SENSILIS est une mousse solaire teintée SPF50+ à la formule innovante anti-taches, qui floute les imperfections, corrige le teint et protège la peau contre les UV. Une protection solaire nouvelle génération, parfaite pour les peaux sujettes à l’hyperpigmentation. contenance : 40 ml",Standard,2025-11-24
5826,"Sensilis skin labFluid 100 ""Solar Allergy SPF50+"" 40ml","65,900TND",65.9,"82,400TND",82.4,20.0,https://beautystore.tn/promos/5826-fluid-100-solar-allergy-spf50-40ml-8428749948605.html,https://beautystore.tn/24799-home_default/fluid-100-solar-allergy-spf50-40ml.jpg,https://beautystore.tn/24799-large_default/fluid-100-solar-allergy-spf50-40ml.jpg,"Fluid 100 Solar Allergy SPF50+ est un soin solaire ultra fluide qui offre une très haute protection UVA/UVB tout en hydratant et en apaisant les peaux sensibles. Sa formule respectueuse de l’environnement convient parfaitement aux peaux sujettes aux allergies solaires, grâce à sa texture légère et son action antioxydante. contenance : 40 ml",Standard,2025-11-24
5825,Sensilis skin labGel Crème Solaire Corps SPF50+ 250ml,"73,900TND",73.9,"92,400TND",92.4,20.0,https://beautystore.tn/promos/5825-gel-crème-solaire-corps-spf50-250ml-8428749914105.html,https://beautystore.tn/24793-home_default/gel-crème-solaire-corps-spf50-250ml.jpg,https://beautystore.tn/24793-large_default/gel-crème-solaire-corps-spf50-250ml.jpg,"Sensilis Gel Crème Solaire Corps SPF50+ 250ml est une protection solaire à très large spectre, formulée pour hydrater, protéger et rafraîchir intensément la peau du corps. Résistante à l’eau, cette crème solaire vegan offre un confort optimal pour les peaux sensibles tout en prévenant le vieillissement cutané.",Standard,2025-11-24
5824,"Sensilis skin labMatt Gel Oil ""Free & Antiaging SPF 50+"" 40ml","65,900TND",65.9,"82,400TND",82.4,20.0,https://beautystore.tn/promos/5824-matt-gel-oil-free-antiaging-spf-50-40ml-8428749944201.html,https://beautystore.tn/24791-home_default/matt-gel-oil-free-antiaging-spf-50-40ml.jpg,https://beautystore.tn/24791-large_default/matt-gel-oil-free-antiaging-spf-50-40ml.jpg,"Le Gel Mat Invisible SPF 50+ de Sensilis est un soin solaire haute protection au fini mat et imperceptible. Sa formule oil-free et anti-âge protège efficacement contre les UVA/UVB, hydrate la peau, la préserve du vieillissement cutané, et convient parfaitement aux peaux grasses, zones poilues et peaux sensibles. contenance : 40 ml",Standard,2025-11-24
5821,"LA ROCHE-POSAYLait Après Soleil ""Anthelios Post-UV Exposure"" 200ml","73,900TND",73.9,"92,400TND",92.4,20.0,https://beautystore.tn/promos/5821-lait-après-soleil-anthelios-post-uv-exposure-200ml-3337875886024.html,https://beautystore.tn/24786-home_default/lait-après-soleil-anthelios-post-uv-exposure-200ml.jpg,https://beautystore.tn/24786-large_default/lait-après-soleil-anthelios-post-uv-exposure-200ml.jpg,"Le Lait Après-Soleil Anthelios Post-UV Exposure de La Roche-Posay est formulé pour apaiser immédiatement les peaux sensibles, échauffées et déshydratées après une exposition au soleil. Enrichi en Panthénol, Glycérine et Eau Thermale, il répare la barrière cutanée et procure une sensation de fraîcheur durable.",Standard,2025-11-24
5817,"LA ROCHE-POSAYAnthelios Gel-Crème Teinté ""Toucher Sec SPF50+"" 50ML","83,900TND",83.9,"104,900TND",104.9,20.0,https://beautystore.tn/promos/5817-anthelios-gel-crème-teinté-toucher-sec-spf50-50ml-3337875545891.html,https://beautystore.tn/24782-home_default/anthelios-gel-crème-teinté-toucher-sec-spf50-50ml.jpg,https://beautystore.tn/24782-large_default/anthelios-gel-crème-teinté-toucher-sec-spf50-50ml.jpg,"Le Gel-Crème Teinté Toucher Sec Anthelios SPF50+ de La Roche-Posay est la solution idéale pour les peaux sensibles à tendance grasse, recherchant une très haute protection solaire teintée, au fini mat ultra-sec. Il corrige le teint tout en prévenant les taches pigmentaires, même en cas de grossesse ou de photosensibilisation.",Standard,2025-11-24
5814,"LA ROCHE-POSAYCrème Pigment Correct teinté Light ""Anthelios SPF 50+"" 50ml","98,700TND",98.7,"123,400TND",123.4,20.0,https://beautystore.tn/promos/5814-crème-pigment-correct-teinté-light-anthelios-spf-50-50ml-3337875797764.html,https://beautystore.tn/24769-home_default/crème-pigment-correct-teinté-light-anthelios-spf-50-50ml.jpg,https://beautystore.tn/24769-large_default/crème-pigment-correct-teinté-light-anthelios-spf-50-50ml.jpg,"La Crème Pigment Correct Teintée Light Anthelios SPF50+ de La Roche-Posay est un soin solaire innovant qui allie une très haute protection à une action correctrice pigmentaire. Grâce à sa teinte light universelle, elle unifie le teint tout en réduisant visiblement les taches brunes et les imperfections cutanées. Parfaite pour les peaux sensibles sujettes à l’hyperpigmentation.",Standard,2025-11-24
5767,SVRDéodorant Roll-On Spirial anti-transpirant 50ML,"36,900TND",36.9,"46,125TND",46.125,20.0,https://beautystore.tn/promos/5767-déodorant-roll-on-spirial-anti-transpirant-50ml-3401381328993.html,https://beautystore.tn/24525-home_default/déodorant-roll-on-spirial-anti-transpirant-50ml.jpg,https://beautystore.tn/24525-large_default/déodorant-roll-on-spirial-anti-transpirant-50ml.jpg,"Transpiration normale, transpiration excessive. Aisselles, pieds, mains, post-épilation. Tous types de peaux dont peaux sensibles. Usage quotidien.",Standard,2025-11-24
5755,"BIODERMAAtoderm ""Huile de douche"" 1L","69,900TND",69.9,"87,400TND",87.4,20.0,https://beautystore.tn/promos/5755-atoderm-huile-de-douche-1l-3401528520846.html,https://beautystore.tn/24448-home_default/atoderm-huile-de-douche-1l.jpg,https://beautystore.tn/24448-large_default/atoderm-huile-de-douche-1l.jpg,"L’huile de douche Atoderm de bioderma est un soin lavant ultra-nourrissant et anti-irritations, idéal pour les peaux sensibles, très sèches et atopiques. Grâce à sa technologie Skin Barrier Therapy™, Elle hydrate intensément, restaure la barrière cutanée et protège contre les agressions extérieures. Sa texture soyeuse et non grasse laisse la peau douce, apaisée et confortable dès la première utilisation. Convient à toute la famille, y compris les bébés dès la naissance.",Standard,2025-11-24
5614,"ISDINFOTOULTRA100 ""Active Unify Color SPF50+"" 50ML","67,900TND",67.9,"84,875TND",84.875,20.0,https://beautystore.tn/promos/5614-fotoultra100-active-unify-color-spf50-50ml-8429420160644.html,https://beautystore.tn/23623-home_default/fotoultra100-active-unify-color-spf50-50ml.jpg,https://beautystore.tn/23623-large_default/fotoultra100-active-unify-color-spf50-50ml.jpg,Écran solaire à l'effet dépigmentant qui éclaircit et unifie le teint. Dissimule les imperfections et donne un effet bonne mine aux peaux claires à medium. contenance: 50ml,Standard,2025-11-24
5498,"SVRSebiaclear ""Spray Corps"" 150ML","55,900TND",55.9,"69,900TND",69.9,20.0,https://beautystore.tn/promos/5498-sebiaclear-spray-corps-150ml-3662361003853.html,https://beautystore.tn/22719-home_default/sebiaclear-spray-corps-150ml.jpg,https://beautystore.tn/22719-large_default/sebiaclear-spray-corps-150ml.jpg,"Dites bye bye aux imperfections du corps ! Avec Le Spray corps Sebiaclear , c’est -40% de boutons dès 2 semaines !1 Il réduit les imperfections et prévient leur réapparition, lisse le grain de peau & diminue les marques post acné. Formulé pour corriger toutes les imperfections du dos, des épaules et du décolleté",Standard,2025-11-24
5477,"AVENEGel nettoyant ""Cleanance"" 200ML","48,900TND",48.9,"61,200TND",61.2,20.0,https://beautystore.tn/promos/5477-gel-nettoyant-cleanance-200ml-3282770139204.html,https://beautystore.tn/22654-home_default/gel-nettoyant-cleanance-200ml.jpg,https://beautystore.tn/22654-large_default/gel-nettoyant-cleanance-200ml.jpg,"Le gel nettoyant ""Cleanance"" de Avene est élimine en douceur les impuretés de la peau. Visage et corps. Recommandé pour les peaux sensibles grasses, à imperfections ou à tendance acnéique. Convient aux porteurs de lentilles. Contenance: 200ml",Standard,2025-11-24
5312,"LA ROCHE-POSAYCrème ""Effaclar DUO (+) SPF30 "" 40ML","77,900TND",77.9,"97,400TND",97.4,20.0,https://beautystore.tn/promos/5312-crème-effaclar-duo-spf30--40ml-3337875549493.html,https://beautystore.tn/21721-home_default/crème-effaclar-duo-spf30--40ml.jpg,https://beautystore.tn/21721-large_default/crème-effaclar-duo-spf30--40ml.jpg,"La crème ""Effaclar DUO (+) SPF30"" la roche posay est un soin ciblé qui lutte contre les imperfections tout en protégeant la peau des agressions extérieures. Sa formule innovante hydrate et purifie, tout en offrant une protection solaire efficace. contenance : 40 ml",Standard,2025-11-24
5298,"SVRSUN SECURE ""Extrême SPF50+"" 50ml","59,900TND",59.9,"74,900TND",74.9,20.0,https://beautystore.tn/promos/5298-sun-secure-extrême-spf50-50ml-3662361002603.html,https://beautystore.tn/21655-home_default/sun-secure-extrême-spf50-50ml.jpg,https://beautystore.tn/21655-large_default/sun-secure-extrême-spf50-50ml.jpg,"SUN SECURE Extreme SPF50+ offre une très haute protection solaire dans un gel ultra mat multi-résistant au toucher non gras . Inédite, sa texture baume-en-gel transparente et ultra-fondante pénètre rapidement pour une application express.",Standard,2025-11-24
5295,"SVRPhysiopure ""Gelée Moussante"" 400ML","55,900TND",55.9,"69,900TND",69.9,20.0,https://beautystore.tn/demaquillant-nettoyant/5295-physiopure-gelée-moussante-400ml-3662361003808.html,https://beautystore.tn/21634-home_default/physiopure-gelée-moussante-400ml.jpg,https://beautystore.tn/21634-large_default/physiopure-gelée-moussante-400ml.jpg,"PHYSIOPURE Gelée Moussante est une gelée purifiante et rafraichissante qui ne déssèche pas la peau. Toute en légèreté, elle se transforme en mousse pour un nettoyage haute sensorialité ! contenance : 400ml",Standard,2025-11-24
5239,"SVRSUN SECURE ""Eau solaire protectrice SPF 50+"" 200 ml","74,900TND",74.9,"93,700TND",93.7,20.0,https://beautystore.tn/promos/5239-sun-secure-eau-solaire-protectrice-spf-50-200-ml.html,https://beautystore.tn/21326-home_default/sun-secure-eau-solaire-protectrice-spf-50-200-ml.jpg,https://beautystore.tn/21326-large_default/sun-secure-eau-solaire-protectrice-spf-50-200-ml.jpg,"SUN SECURE ""Eau solaire protectrice SPF 50+"" 200 ml est ideale pour les peaux hypersensibles au soleil, ideale, pour adultes et enfants à partir de 3 ans. Elle s'applique autant sur le visage que sur le corps. La 1ère eau solaire très haute protection biodégradable et respectueuse de l’environnement marin !",Standard,2025-11-24
