price,type,size,bathroom_count,room_count,location,category,log_price
1550.0,À Louer,70.0,1.0,1.0,tunis,Appartements,3.1903316981702914
890000.0,À Vendre,485.0,4.0,4.0,nabeul,Maisons et Villas,5.949390006644912
4200.0,À Louer,175.0,3.0,5.0,tunis,Bureaux et Plateaux,3.6232492903979003
230000.0,À Vendre,90.0,1.0,2.0,mahdia,Appartements,5.361727836017593
470000.0,À Vendre,118.0,1.0,2.0,mahdia,Appartements,5.672097857935717
1500.0,À Louer,102.0,1.0,2.0,mahdia,Appartements,3.1760912590556813
1000.0,À Louer,101.0,2.0,2.0,mahdia,Appartements,3.0
1900.0,À Louer,140.0,2.0,2.0,tunis,Appartements,3.278753600952829
240000.0,À Vendre,105.0,1.0,2.0,mahdia,Appartements,5.380211241711606
550.0,À Louer,95.0,1.0,2.0,sousse,Appartements,2.7403626894942437
1200.0,À Louer,60.0,1.0,1.0,ariana,Bureaux et Plateaux,3.0791812460476247
2399.0,À Louer,160.0,2.0,3.0,ariana,Appartements,3.380030247967831
1669998.0,À Vendre,587.0,2.0,5.0,tunis,Maisons et Villas,6.22271595103412
269999.0,À Vendre,125.0,2.0,3.0,ariana,Appartements,5.4313621556579275
299000.0,À Vendre,118.0,2.0,3.0,ben arous,Appartements,5.47567118832443
12345.0,À Vendre,620.0,2.0,3.0,ben arous,Maisons et Villas,4.091491094267951
178000.0,À Vendre,96.0,1.0,2.0,ben arous,Appartements,5.250420002308894
1500.0,À Louer,130.0,1.0,2.0,sousse,Appartements,3.1760912590556813
1300000.0,À Vendre,80.0,1.0,1.0,tunis,Appartements,6.113943352306837
1800.0,À Louer,160.0,1.0,3.0,sousse,Appartements,3.255272505103306
2500.0,À Louer,250.0,3.0,3.0,sousse,Appartements,3.3979400086720375
4500.0,À Louer,400.0,3.0,3.0,sousse,Appartements,3.6532125137753435
1550.0,À Louer,160.0,2.0,4.0,ariana,Maisons et Villas,3.1903316981702914
219000.0,À Vendre,100.0,1.0,2.0,ariana,Appartements,5.3404441148401185
1500.0,À Louer,140.0,2.0,3.0,ariana,Appartements,3.1760912590556813
310000.0,À Vendre,125.0,1.0,2.0,tunis,Appartements,5.491361693834273
180000.0,À Vendre,148.0,1.0,5.0,tunis,Appartements,5.2552725051033065
100.0,À Louer,100.0,1.0,1.0,tunis,Locations de vacances,2.0
350000.0,À Vendre,88.0,1.0,3.0,tunis,Appartements,5.544068044350276
412000.0,À Vendre,112.0,1.0,2.0,tunis,Appartements,5.6148972160331345
4000.0,À Louer,200.0,2.0,4.0,tunis,Maisons et Villas,3.6020599913279625
1800.0,À Louer,55.0,1.0,2.0,tunis,Bureaux et Plateaux,3.255272505103306
1400.0,À Louer,55.0,1.0,2.0,tunis,Bureaux et Plateaux,3.146128035678238
5500.0,À Louer,350.0,4.0,1.0,tunis,Bureaux et Plateaux,3.7403626894942437
2000.0,À Louer,90.0,2.0,1.0,tunis,Appartements,3.3010299956639813
3000.0,À Louer,300.0,2.0,6.0,tunis,Bureaux et Plateaux,3.4771212547196626
150.0,À Louer,170.0,2.0,3.0,ariana,Appartements,2.1760912590556813
120.0,À Louer,80.0,1.0,1.0,ariana,Appartements,2.0791812460476247
800.0,À Louer,95.0,1.0,2.0,sousse,Appartements,2.9030899869919438
900.0,À Louer,110.0,1.0,2.0,sousse,Appartements,2.9542425094393248
800.0,À Louer,130.0,1.0,3.0,ariana,Maisons et Villas,2.9030899869919438
220000.0,À Vendre,140.0,1.0,2.0,tunis,Appartements,5.342422680822207
650000.0,À Vendre,600.0,1.0,3.0,ariana,Maisons et Villas,5.812913356642856
700.0,À Louer,100.0,1.0,1.0,mahdia,Appartements,2.845098040014257
900.0,À Louer,90.0,1.0,2.0,ariana,Appartements,2.9542425094393248
1350.0,À Louer,101.0,1.0,2.0,tunis,Appartements,3.130333768495006
1300.0,À Louer,100.0,2.0,2.0,sousse,Bureaux et Plateaux,3.113943352306837
1000.0,À Louer,100.0,1.0,3.0,sousse,Bureaux et Plateaux,3.0
800.0,À Louer,105.0,1.0,4.0,la manouba,Maisons et Villas,2.9030899869919438
850.0,À Louer,134.0,1.0,3.0,ariana,Appartements,2.929418925714293
350000.0,À Vendre,204.0,1.0,3.0,nabeul,Maisons et Villas,5.544068044350276
350000.0,À Vendre,118.0,2.0,2.0,sousse,Appartements,5.544068044350276
480000.0,À Vendre,125.0,2.0,2.0,sousse,Appartements,5.681241237375588
1300.0,À Louer,89.0,1.0,2.0,sousse,Appartements,3.113943352306837
950.0,À Louer,75.0,1.0,1.0,sousse,Appartements,2.9777236052888476
1500.0,À Louer,168.0,2.0,3.0,sousse,Appartements,3.1760912590556813
159999.0,À Vendre,100.0,2.0,2.0,monastir,Appartements,5.2041172683069306
1100.0,À Louer,80.0,1.0,2.0,sousse,Bureaux et Plateaux,3.041392685158225
380000.0,À Vendre,136.0,2.0,2.0,sousse,Appartements,5.57978359661681
1000.0,À Louer,150.0,2.0,1.0,sousse,Maisons et Villas,3.0
190000.0,À Vendre,101.0,1.0,4.0,tunis,Appartements,5.278753600952829
749999.0,À Vendre,300.0,2.0,6.0,sfax,Maisons et Villas,5.875060684332005
900.0,À Louer,160.0,2.0,5.0,tunis,Appartements,2.9542425094393248
1100.0,À Louer,130.0,1.0,3.0,tunis,Appartements,3.041392685158225
1800.0,À Louer,160.0,2.0,3.0,tunis,Appartements,3.255272505103306
900.0,À Louer,160.0,2.0,3.0,tunis,Appartements,2.9542425094393248
500000.0,À Vendre,798.0,2.0,5.0,sfax,Maisons et Villas,5.698970004336019
1550.0,À Louer,150.0,1.0,2.0,nabeul,Appartements,3.1903316981702914
850.0,À Louer,140.0,1.0,3.0,ariana,Maisons et Villas,2.929418925714293
300000.0,À Vendre,650.0,2.0,5.0,sfax,Maisons et Villas,5.477121254719663
500000.0,À Vendre,800.0,2.0,9.0,sfax,Maisons et Villas,5.698970004336019
750.0,À Louer,80.0,1.0,2.0,tunis,Appartements,2.8750612633917
850.0,À Louer,75.0,1.0,3.0,tunis,Appartements,2.929418925714293
390000.0,À Vendre,90.0,2.0,6.0,ariana,Maisons et Villas,5.5910646070264995
1700.0,À Louer,120.0,2.0,3.0,nabeul,Appartements,3.230448921378274
400.0,À Louer,150.0,1.0,3.0,bizerte,Appartements,2.6020599913279625
1269000.0,À Vendre,500.0,3.0,5.0,ariana,Maisons et Villas,6.103461622094705
370000.0,À Vendre,100.0,2.0,2.0,ariana,Appartements,5.568201724066995
275000.0,À Vendre,128.0,2.0,3.0,ariana,Appartements,5.439332693830263
580000.0,À Vendre,486.0,2.0,5.0,ariana,Maisons et Villas,5.763427993562937
220000.0,À Vendre,140.0,1.0,3.0,ben arous,Maisons et Villas,5.342422680822207
400.0,À Louer,150.0,1.0,3.0,la manouba,Maisons et Villas,2.6020599913279625
1300000.0,À Vendre,115.0,1.0,4.0,tunis,Appartements,6.113943352306837
210000.0,À Vendre,110.0,1.0,3.0,sfax,Appartements,5.3222192947339195
320000.0,À Vendre,250.0,2.0,4.0,monastir,Maisons et Villas,5.505149978319906
1199.0,À Louer,140.0,2.0,5.0,la manouba,Maisons et Villas,3.0788191830988487
440000.0,À Vendre,116.0,2.0,2.0,ariana,Appartements,5.643452676486188
1950.0,À Louer,142.0,2.0,2.0,tunis,Appartements,3.290034611362518
1650.0,À Louer,70.0,1.0,2.0,tunis,Appartements,3.2174839442139063
1250.0,À Louer,190.0,2.0,3.0,tunis,Appartements,3.0969100130080562
210000.0,À Vendre,168.0,1.0,4.0,tunis,Maisons et Villas,5.3222192947339195
730.0,À Louer,100.0,1.0,2.0,ariana,Appartements,2.863322860120456
200000.0,À Vendre,90.0,1.0,5.0,tunis,Maisons et Villas,5.301029995663981
600.0,À Louer,73.0,1.0,2.0,tunis,Appartements,2.7781512503836434
740.0,À Louer,95.0,1.0,2.0,nabeul,Appartements,2.8692317197309762
1600.0,À Louer,115.0,1.0,2.0,tunis,Appartements,3.2041199826559246
1600.0,À Louer,160.0,2.0,2.0,tunis,Appartements,3.2041199826559246
13000.0,À Louer,900.0,6.0,9.0,tunis,Maisons et Villas,4.113943352306837
1500.0,À Louer,140.0,2.0,2.0,tunis,Appartements,3.1760912590556813
600.0,À Louer,90.0,1.0,2.0,sousse,Appartements,2.7781512503836434
4500.0,À Louer,405.0,3.0,3.0,tunis,Appartements,3.6532125137753435
850.0,À Louer,110.0,1.0,2.0,bizerte,Appartements,2.929418925714293
350.0,À Louer,200.0,1.0,3.0,ariana,Colocations,2.5440680443502757
1250.0,À Louer,140.0,2.0,2.0,nabeul,Appartements,3.0969100130080562
220000.0,À Vendre,200.0,1.0,4.0,tunis,Maisons et Villas,5.342422680822207
340000.0,À Vendre,170.0,1.0,5.0,tunis,Maisons et Villas,5.531478917042255
700000.0,À Vendre,120.0,2.0,3.0,ariana,Appartements,5.845098040014257
71000.0,À Vendre,70.0,1.0,2.0,sfax,Appartements,4.8512583487190755
620000.0,À Vendre,120.0,1.0,2.0,tunis,Maisons et Villas,5.7923916894982534
380000.0,À Vendre,105.0,1.0,2.0,tunis,Appartements,5.57978359661681
300000.0,À Vendre,156.0,2.0,3.0,tunis,Maisons et Villas,5.477121254719663
1400.0,À Louer,120.0,1.0,2.0,sousse,Appartements,3.146128035678238
580000.0,À Vendre,424.0,1.0,3.0,ben arous,Maisons et Villas,5.763427993562937
1300000.0,À Vendre,580.0,2.0,7.0,ben arous,Maisons et Villas,6.113943352306837
1300000.0,À Vendre,1053.0,2.0,5.0,ben arous,Maisons et Villas,6.113943352306837
630000.0,À Vendre,220.0,1.0,3.0,ben arous,Maisons et Villas,5.799340549453582
155000.0,À Vendre,65.0,1.0,2.0,ben arous,Bureaux et Plateaux,5.190331698170292
250000.0,À Vendre,108.0,1.0,3.0,ben arous,Appartements,5.3979400086720375
1100.0,À Louer,130.0,1.0,4.0,tunis,Appartements,3.041392685158225
110000.0,À Vendre,75.0,1.0,2.0,ben arous,Appartements,5.041392685158225
3300.0,À Louer,300.0,3.0,3.0,nabeul,Maisons et Villas,3.5185139398778875
800000.0,À Vendre,485.0,2.0,6.0,ben arous,Maisons et Villas,5.903089986991944
285000.0,À Vendre,112.0,1.0,2.0,ariana,Appartements,5.45484486000851
850.0,À Louer,120.0,1.0,1.0,sousse,Appartements,2.929418925714293
590000.0,À Vendre,170.0,2.0,3.0,ben arous,Appartements,5.770852011642144
199000.0,À Vendre,85.0,1.0,2.0,nabeul,Appartements,5.298853076409706
140000.0,À Vendre,85.0,1.0,2.0,nabeul,Appartements,5.146128035678238
220000.0,À Vendre,85.0,1.0,2.0,nabeul,Appartements,5.342422680822207
190000.0,À Vendre,100.0,1.0,2.0,nabeul,Appartements,5.278753600952829
220000.0,À Vendre,120.0,1.0,2.0,nabeul,Appartements,5.342422680822207
700.0,À Louer,100.0,1.0,2.0,ben arous,Appartements,2.845098040014257
130.0,À Louer,70.0,1.0,1.0,ariana,Appartements,2.113943352306837
469997.0,À Vendre,145.0,2.0,3.0,nabeul,Appartements,5.672095085834433
120.0,À Louer,120.0,1.0,2.0,ariana,Appartements,2.0791812460476247
120.0,À Louer,120.0,1.0,1.0,ariana,Appartements,2.0791812460476247
160.0,À Louer,160.0,2.0,3.0,ariana,Appartements,2.2041199826559246
850.0,À Louer,200.0,1.0,4.0,sfax,Maisons et Villas,2.929418925714293
350000.0,À Vendre,480.0,1.0,6.0,tunis,Maisons et Villas,5.544068044350276
600.0,À Louer,100.0,1.0,2.0,tunis,Maisons et Villas,2.7781512503836434
1200.0,À Louer,300.0,2.0,2.0,nabeul,Maisons et Villas,3.0791812460476247
320000.0,À Vendre,100.0,1.0,2.0,tunis,Maisons et Villas,5.505149978319906
270000.0,À Vendre,73.0,2.0,2.0,tunis,Appartements,5.431363764158987
1500.0,À Louer,160.0,2.0,4.0,ariana,Appartements,3.1760912590556813
220000.0,À Vendre,100.0,1.0,3.0,tunis,Appartements,5.342422680822207
1380000.0,À Vendre,530.0,4.0,3.0,tunis,Maisons et Villas,6.139879086401237
300000.0,À Vendre,136.0,2.0,2.0,ariana,Appartements,5.477121254719663
380000.0,À Vendre,175.0,2.0,4.0,tunis,Appartements,5.57978359661681
2200.0,À Louer,120.0,2.0,2.0,tunis,Appartements,3.342422680822206
385000.0,À Vendre,110.0,1.0,2.0,sousse,Appartements,5.585460729508501
630000.0,À Vendre,743.0,2.0,2.0,nabeul,Maisons et Villas,5.799340549453582
205000.0,À Vendre,400.0,1.0,3.0,sfax,Maisons et Villas,5.311753861055754
1200.0,À Louer,135.0,1.0,3.0,monastir,Appartements,3.0791812460476247
950.0,À Louer,120.0,1.0,3.0,tunis,Appartements,2.9777236052888476
100000.0,À Vendre,235.0,1.0,2.0,nabeul,Maisons et Villas,5.0
850000.0,À Vendre,250.0,1.0,3.0,nabeul,Maisons et Villas,5.929418925714293
1500.0,À Louer,107.0,2.0,3.0,tunis,Appartements,3.1760912590556813
130.0,À Louer,120.0,1.0,2.0,sousse,Locations de vacances,2.113943352306837
110.0,À Louer,110.0,1.0,2.0,tunis,Locations de vacances,2.041392685158225
180000.0,À Vendre,100.0,2.0,5.0,ben arous,Maisons et Villas,5.2552725051033065
2400.0,À Louer,170.0,2.0,4.0,tunis,Appartements,3.380211241711606
2200.0,À Louer,180.0,2.0,4.0,tunis,Bureaux et Plateaux,3.342422680822206
1100.0,À Louer,71.0,1.0,1.0,sousse,Appartements,3.041392685158225
125000.0,À Vendre,146.0,1.0,2.0,monastir,Maisons et Villas,5.096910013008056
2200.0,À Louer,420.0,3.0,4.0,sousse,Maisons et Villas,3.342422680822206
350000.0,À Vendre,139.0,2.0,2.0,tunis,Appartements,5.544068044350276
270000.0,À Vendre,135.0,2.0,3.0,ben arous,Maisons et Villas,5.431363764158987
180.0,À Louer,130.0,2.0,2.0,tunis,Locations de vacances,2.255272505103306
700.0,À Louer,150.0,2.0,3.0,nabeul,Appartements,2.845098040014257
450.0,À Louer,100.0,1.0,2.0,sousse,Appartements,2.6532125137753435
235000.0,À Vendre,130.0,1.0,2.0,sousse,Appartements,5.371067862271736
2000.0,À Louer,130.0,1.0,2.0,tunis,Appartements,3.3010299956639813
690000.0,À Vendre,537.0,3.0,3.0,nabeul,Maisons et Villas,5.838849090737256
255000.0,À Vendre,81.0,2.0,2.0,ben arous,Appartements,5.4065401804339555
1180000.0,À Vendre,446.0,4.0,4.0,nabeul,Maisons et Villas,6.071882007306125
750000.0,À Vendre,203.0,3.0,3.0,nabeul,Maisons et Villas,5.8750612633917
1400.0,À Louer,160.0,2.0,3.0,sousse,Appartements,3.146128035678238
250000.0,À Vendre,135.0,1.0,2.0,tunis,Appartements,5.3979400086720375
510000.0,À Vendre,363.0,2.0,3.0,mahdia,Maisons et Villas,5.707570176097937
900.0,À Louer,90.0,1.0,3.0,la manouba,Maisons et Villas,2.9542425094393248
560000.0,À Vendre,485.0,3.0,6.0,monastir,Maisons et Villas,5.748188027006201
178000.0,À Vendre,257.0,1.0,2.0,ariana,Maisons et Villas,5.250420002308894
110000.0,À Vendre,257.0,1.0,2.0,tunis,Maisons et Villas,5.041392685158225
380000.0,À Vendre,125.0,2.0,3.0,tunis,Maisons et Villas,5.57978359661681
700.0,À Louer,120.0,1.0,2.0,ariana,Maisons et Villas,2.845098040014257
239000.0,À Vendre,85.0,1.0,2.0,tunis,Appartements,5.378397900948138
900.0,À Louer,150.0,1.0,4.0,tunis,Maisons et Villas,2.9542425094393248
950.0,À Louer,100.0,1.0,3.0,tunis,Bureaux et Plateaux,2.9777236052888476
720000.0,À Vendre,180.0,5.0,6.0,tunis,Maisons et Villas,5.857332496431268
700.0,À Louer,90.0,1.0,3.0,tunis,Appartements,2.845098040014257
380000.0,À Vendre,120.0,1.0,3.0,monastir,Appartements,5.57978359661681
320000.0,À Vendre,180.0,2.0,5.0,tunis,Maisons et Villas,5.505149978319906
240000.0,À Vendre,100.0,1.0,2.0,monastir,Appartements,5.380211241711606
250000.0,À Vendre,110.0,2.0,3.0,tunis,Appartements,5.3979400086720375
4500.0,À Louer,192.0,3.0,4.0,tunis,Bureaux et Plateaux,3.6532125137753435
176003.0,À Vendre,80.0,1.0,2.0,tunis,Appartements,5.24552007049791
1700.0,À Louer,120.0,2.0,2.0,tunis,Appartements,3.230448921378274
5500.0,À Louer,212.0,2.0,4.0,tunis,Bureaux et Plateaux,3.7403626894942437
850000.0,À Vendre,500.0,4.0,4.0,nabeul,Maisons et Villas,5.929418925714293
2300.0,À Louer,122.0,2.0,2.0,tunis,Bureaux et Plateaux,3.361727836017593
700000.0,À Vendre,170.0,2.0,3.0,ariana,Appartements,5.845098040014257
1400.0,À Louer,100.0,1.0,2.0,sousse,Appartements,3.146128035678238
170000.0,À Vendre,180.0,1.0,2.0,sousse,Maisons et Villas,5.230448921378274
1300.0,À Louer,120.0,1.0,2.0,tunis,Appartements,3.113943352306837
1500.0,À Louer,70.0,1.0,1.0,ariana,Appartements,3.1760912590556813
1200.0,À Louer,150.0,1.0,1.0,sousse,Appartements,3.0791812460476247
1800.0,À Louer,150.0,1.0,3.0,sousse,Appartements,3.255272505103306
180000.0,À Vendre,106.0,1.0,2.0,sousse,Maisons et Villas,5.2552725051033065
1300.0,À Louer,120.0,1.0,2.0,sousse,Appartements,3.113943352306837
730000.0,À Vendre,500.0,2.0,6.0,tunis,Maisons et Villas,5.863322860120456
670000.0,À Vendre,325.0,2.0,8.0,tunis,Maisons et Villas,5.826074802700826
230000.0,À Vendre,100.0,1.0,4.0,tunis,Maisons et Villas,5.361727836017593
675000.0,À Vendre,423.0,3.0,7.0,tunis,Maisons et Villas,5.829303772831025
295000.0,À Vendre,111.0,1.0,2.0,sousse,Bureaux et Plateaux,5.469822015978163
1000.0,À Louer,100.0,1.0,2.0,sousse,Appartements,3.0
590.0,À Louer,80.0,1.0,2.0,sousse,Appartements,2.7708520116421442
495000.0,À Vendre,615.0,2.0,3.0,tunis,Maisons et Villas,5.694605198933568
65000.0,À Vendre,70.0,1.0,2.0,sousse,Appartements,4.812913356642856
220000.0,À Vendre,75.0,1.0,2.0,tunis,Appartements,5.342422680822207
165000.0,À Vendre,100.0,1.0,2.0,sousse,Appartements,5.217483944213907
580000.0,À Vendre,219.0,3.0,8.0,bizerte,Maisons et Villas,5.763427993562937
1500.0,À Louer,75.0,1.0,1.0,tunis,Appartements,3.1760912590556813
490000.0,À Vendre,440.0,2.0,3.0,nabeul,Maisons et Villas,5.690196080028514
3900.0,À Louer,150.0,2.0,4.0,tunis,Appartements,3.591064607026499
438000.0,À Vendre,120.0,2.0,2.0,mahdia,Appartements,5.6414741105041
165000.0,À Vendre,116.0,1.0,3.0,tunis,Appartements,5.217483944213907
380000.0,À Vendre,107.0,2.0,2.0,nabeul,Appartements,5.57978359661681
850.0,À Louer,70.0,1.0,2.0,ben arous,Appartements,2.929418925714293
530000.0,À Vendre,118.0,1.0,2.0,sousse,Appartements,5.724275869600789
900.0,À Louer,95.0,1.0,2.0,mahdia,Appartements,2.9542425094393248
1500.0,À Louer,140.0,1.0,3.0,sousse,Appartements,3.1760912590556813
285000.0,À Vendre,130.0,1.0,3.0,mahdia,Appartements,5.45484486000851
450.0,À Louer,200.0,1.0,4.0,ariana,Maisons et Villas,2.6532125137753435
480.0,À Louer,80.0,1.0,3.0,ben arous,Appartements,2.681241237375587
1600.0,À Louer,130.0,1.0,4.0,tunis,Bureaux et Plateaux,3.2041199826559246
500000.0,À Vendre,145.0,2.0,4.0,tunis,Appartements,5.698970004336019
850.0,À Louer,75.0,1.0,1.0,tunis,Appartements,2.929418925714293
290000.0,À Vendre,100.0,1.0,1.0,nabeul,Appartements,5.4623979978989565
650000.0,À Vendre,500.0,4.0,8.0,ariana,Maisons et Villas,5.812913356642856
65000.0,À Vendre,70.0,1.0,2.0,sfax,Appartements,4.812913356642856
5500.0,À Louer,700.0,4.0,4.0,nabeul,Maisons et Villas,3.7403626894942437
450.0,À Louer,110.0,1.0,3.0,tunis,Maisons et Villas,2.6532125137753435
1599000.0,À Vendre,200.0,2.0,4.0,tunis,Maisons et Villas,6.203848463746235
410000.0,À Vendre,109.0,1.0,2.0,nabeul,Appartements,5.6127838567197355
2000.0,À Louer,200.0,2.0,3.0,sousse,Maisons et Villas,3.3010299956639813
245000.0,À Vendre,100.0,1.0,2.0,ariana,Appartements,5.389166084364533
2500.0,À Louer,175.0,2.0,4.0,ariana,Appartements,3.3979400086720375
170000.0,À Vendre,115.0,1.0,2.0,sousse,Maisons et Villas,5.230448921378274
800.0,À Louer,40.0,2.0,1.0,tunis,Bureaux et Plateaux,2.9030899869919438
235000.0,À Vendre,100.0,1.0,2.0,tunis,Appartements,5.371067862271736
800.0,À Louer,70.0,1.0,2.0,ariana,Bureaux et Plateaux,2.9030899869919438
1450.0,À Louer,140.0,2.0,2.0,tunis,Appartements,3.161368002234975
350.0,À Louer,600.0,3.0,4.0,tunis,Locations de vacances,2.5440680443502757
360000.0,À Vendre,227.0,1.0,4.0,ariana,Maisons et Villas,5.556302500767287
650000.0,À Vendre,235.0,2.0,1.0,ariana,Maisons et Villas,5.812913356642856
650000.0,À Vendre,1085.0,2.0,3.0,nabeul,Maisons et Villas,5.812913356642856
150.0,À Louer,90.0,1.0,1.0,ben arous,Appartements,2.1760912590556813
120.0,À Louer,70.0,1.0,1.0,ben arous,Appartements,2.0791812460476247
700.0,À Louer,95.0,1.0,2.0,sousse,Appartements,2.845098040014257
670000.0,À Vendre,354.0,2.0,3.0,nabeul,Maisons et Villas,5.826074802700826
224900.0,À Vendre,79.0,1.0,1.0,tunis,Appartements,5.351989455435632
300000.0,À Vendre,103.0,1.0,2.0,sousse,Appartements,5.477121254719663
392000.0,À Vendre,134.0,2.0,3.0,sousse,Appartements,5.593286067020458
295000.0,À Vendre,113.0,2.0,2.0,sousse,Appartements,5.469822015978163
1250.0,À Louer,100.0,1.0,2.0,ariana,Appartements,3.0969100130080562
366000.0,À Vendre,140.0,2.0,3.0,sousse,Appartements,5.563481085394411
750.0,À Louer,100.0,1.0,2.0,tunis,Appartements,2.8750612633917
365000.0,À Vendre,281.0,1.0,4.0,sfax,Maisons et Villas,5.562292864456475
415000.0,À Vendre,700.0,2.0,4.0,sfax,Maisons et Villas,5.6180480967120925
290000.0,À Vendre,870.0,2.0,3.0,sfax,Maisons et Villas,5.4623979978989565
1250.0,À Louer,130.0,1.0,2.0,tunis,Appartements,3.0969100130080562
470.0,À Louer,70.0,1.0,3.0,ben arous,Appartements,2.6720978579357175
430000.0,À Vendre,380.0,1.0,1.0,nabeul,Maisons et Villas,5.633468455579586
316500.0,À Vendre,93.0,1.0,1.0,nabeul,Appartements,5.5003737143533735
190000.0,À Vendre,107.0,1.0,3.0,ariana,Appartements,5.278753600952829
240000.0,À Vendre,100.0,1.0,2.0,tunis,Appartements,5.380211241711606
310000.0,À Vendre,140.0,1.0,3.0,tunis,Appartements,5.491361693834273
280000.0,À Vendre,83.0,1.0,2.0,tunis,Appartements,5.447158031342219
900.0,À Louer,95.0,1.0,2.0,sousse,Appartements,2.9542425094393248
150000.0,À Vendre,121.0,1.0,3.0,ben arous,Appartements,5.176091259055681
185000.0,À Vendre,95.0,1.0,3.0,tunis,Appartements,5.267171728403014
380000.0,À Vendre,156.0,1.0,3.0,nabeul,Maisons et Villas,5.57978359661681
260000.0,À Vendre,400.0,1.0,3.0,ariana,Maisons et Villas,5.414973347970818
185000.0,À Vendre,85.0,1.0,2.0,nabeul,Appartements,5.267171728403014
235000.0,À Vendre,150.0,1.0,3.0,tunis,Appartements,5.371067862271736
180000.0,À Vendre,102.0,1.0,2.0,nabeul,Maisons et Villas,5.2552725051033065
270000.0,À Vendre,160.0,1.0,3.0,tunis,Appartements,5.431363764158987
340000.0,À Vendre,142.0,1.0,3.0,ariana,Appartements,5.531478917042255
250000.0,À Vendre,170.0,3.0,6.0,nabeul,Maisons et Villas,5.3979400086720375
400000.0,À Vendre,110.0,2.0,3.0,nabeul,Appartements,5.6020599913279625
315000.0,À Vendre,143.0,1.0,3.0,ben arous,Appartements,5.498310553789601
150000.0,À Vendre,78.0,1.0,2.0,tunis,Appartements,5.176091259055681
420000.0,À Vendre,170.0,1.0,3.0,ariana,Maisons et Villas,5.623249290397901
120.0,À Louer,160.0,2.0,3.0,tunis,Locations de vacances,2.0791812460476247
750000.0,À Vendre,470.0,2.0,4.0,bizerte,Maisons et Villas,5.8750612633917
130.0,À Louer,120.0,2.0,3.0,médenine,Locations de vacances,2.113943352306837
320000.0,À Vendre,80.0,2.0,3.0,ben arous,Maisons et Villas,5.505149978319906
1250.0,À Louer,90.0,1.0,3.0,ariana,Bureaux et Plateaux,3.0969100130080562
900.0,À Louer,100.0,1.0,2.0,ariana,Maisons et Villas,2.9542425094393248
300000.0,À Vendre,112.0,2.0,2.0,ariana,Appartements,5.477121254719663
350000.0,À Vendre,120.0,3.0,6.0,nabeul,Maisons et Villas,5.544068044350276
210000.0,À Vendre,300.0,1.0,3.0,nabeul,Maisons et Villas,5.3222192947339195
550.0,À Louer,70.0,1.0,2.0,ben arous,Appartements,2.7403626894942437
1400.0,À Louer,200.0,1.0,3.0,tunis,Appartements,3.146128035678238
700.0,À Louer,100.0,1.0,1.0,tunis,Appartements,2.845098040014257
610000.0,À Vendre,400.0,2.0,6.0,monastir,Maisons et Villas,5.785329835010767
450.0,À Louer,70.0,1.0,1.0,tunis,Appartements,2.6532125137753435
180000.0,À Vendre,100.0,1.0,4.0,tunis,Appartements,5.2552725051033065
142.0,À Louer,142.0,1.0,4.0,tunis,Appartements,2.1522883443830563
80000.0,À Vendre,220.0,1.0,2.0,nabeul,Maisons et Villas,4.903089986991944
560000.0,À Vendre,2000.0,2.0,5.0,kasserine,Maisons et Villas,5.748188027006201
170000.0,À Vendre,85.0,1.0,2.0,nabeul,Appartements,5.230448921378274
185000.0,À Vendre,90.0,1.0,2.0,ariana,Appartements,5.267171728403014
2200.0,À Louer,135.0,1.0,2.0,tunis,Appartements,3.342422680822206
1200.0,À Louer,110.0,2.0,3.0,ariana,Appartements,3.0791812460476247
250000.0,À Vendre,95.0,1.0,3.0,tunis,Appartements,5.3979400086720375
1250.0,À Louer,120.0,2.0,2.0,tunis,Appartements,3.0969100130080562
1500.0,À Louer,150.0,2.0,4.0,ariana,Appartements,3.1760912590556813
259000.0,À Vendre,114.0,1.0,3.0,monastir,Appartements,5.413299764081252
260000.0,À Vendre,90.0,1.0,2.0,tunis,Appartements,5.414973347970818
349000.0,À Vendre,115.0,2.0,4.0,sousse,Maisons et Villas,5.54282542695918
249000.0,À Vendre,103.0,1.0,2.0,sousse,Appartements,5.396199347095736
270000.0,À Vendre,100.0,2.0,4.0,sousse,Maisons et Villas,5.431363764158987
335000.0,À Vendre,108.0,1.0,2.0,sousse,Appartements,5.525044807036846
1200.0,À Louer,100.0,1.0,2.0,ariana,Appartements,3.0791812460476247
195000.0,À Vendre,75.0,1.0,1.0,ariana,Appartements,5.290034611362518
390000.0,À Vendre,96.0,1.0,2.0,mahdia,Appartements,5.5910646070264995
750.0,À Louer,100.0,1.0,2.0,tunis,Maisons et Villas,2.8750612633917
1500.0,À Louer,160.0,1.0,3.0,ariana,Appartements,3.1760912590556813
175000.0,À Vendre,80.0,1.0,2.0,sousse,Appartements,5.243038048686294
2000.0,À Louer,110.0,2.0,3.0,tunis,Bureaux et Plateaux,3.3010299956639813
179998.0,À Vendre,100.0,1.0,2.0,nabeul,Appartements,5.255267679582254
1247.0,À Louer,90.0,1.0,2.0,tunis,Appartements,3.0958664534785427
114998.0,À Vendre,110.0,1.0,1.0,nabeul,Appartements,5.060690287340422
220000.0,À Vendre,110.0,1.0,2.0,nabeul,Maisons et Villas,5.342422680822207
470000.0,À Vendre,316.0,2.0,3.0,bizerte,Appartements,5.672097857935717
